,st,st binned,gender,education,income,policy type,vehicle class,customer lifetime value,monthly premium auto,number of open complaints,total claim amount
11183,oregon,north west,female,bachelor,42336.0,personal auto,four-door car,2756.543334,69.0,0.0,25.605349
11184,oregon,north west,male,bachelor,25998.0,personal auto,four-door car,8382.478392,71.0,0.0,791.878042
11185,oregon,north west,female,bachelor,24887.0,personal auto,four-door car,7868.0982,68.0,0.0,326.4
11186,oregon,north west,male,high school or below,0.0,personal auto,four-door car,2851.645994,82.0,0.0,590.4
11187,washington,east,female,college,90918.0,personal auto,four-door car,7615.369665,64.0,0.0,163.411884
11188,oregon,north west,male,high school or below,78834.0,personal auto,two-door car,5658.531248,72.0,2.0,345.6
11189,oregon,north west,male,bachelor,0.0,personal auto,two-door car,4307.464888,62.0,0.0,434.26667
11190,arizona,central,female,college,27872.0,personal auto,two-door car,4820.704584,61.0,0.0,186.857059
11191,arizona,central,male,college,24012.0,personal auto,four-door car,8754.16043,112.0,1.0,82.211282
11192,arizona,central,male,college,16367.0,personal auto,four-door car,7259.328982,94.0,0.0,515.569363
11193,california,west region,female,master,55479.0,personal auto,four-door car,2675.029491,68.0,1.0,117.964245
11194,oregon,north west,male,high school or below,40778.0,personal auto,four-door car,3305.129877,86.0,0.0,412.8
11195,arizona,central,male,high school or below,0.0,personal auto,suv,8984.040021,137.0,3.0,1532.080871
11196,california,west region,male,bachelor,0.0,personal auto,suv,3567.503755,102.0,0.0,660.430456
11197,arizona,central,male,college,0.0,personal auto,four-door car,23747.46699,96.0,4.0,460.8
11198,nevada,central,female,college,95438.0,corporate auto,two-door car,3352.87052,83.0,0.0,99.223092
11199,oregon,north west,male,high school or below,12430.0,personal auto,four-door car,5169.49937,73.0,0.0,350.4
11200,california,west region,male,high school or below,95697.0,personal auto,sports car,8564.768226,107.0,0.0,178.006524
11201,oregon,north west,female,high school or below,0.0,personal auto,two-door car,8028.484649,74.0,0.0,532.8
11202,california,west region,female,high school or below,28108.0,personal auto,sports car,9000.439546,114.0,0.0,547.2
11203,california,west region,female,college,25370.0,personal auto,sports car,11638.89947,102.0,0.0,489.6
11204,california,west region,male,bachelor,0.0,corporate auto,suv,7376.795372,105.0,0.0,756.0
11205,california,west region,female,high school or below,28672.0,personal auto,four-door car,7892.088107,71.0,0.0,340.8
11206,california,west region,female,master,22705.0,personal auto,luxury suv,19160.98994,239.0,0.0,1294.700423
11207,washington,east,male,bachelor,67798.0,corporate auto,four-door car,5548.031892,69.0,0.0,331.2
11208,arizona,central,male,high school or below,61367.0,personal auto,two-door car,8319.5292,70.0,0.0,498.533231
11209,arizona,central,female,high school or below,59207.0,personal auto,four-door car,13770.97618,116.0,0.0,556.8
11210,washington,east,female,college,67423.0,corporate auto,four-door car,5225.253777,65.0,0.0,293.308765
11211,california,west region,male,bachelor,35095.0,corporate auto,two-door car,16979.79757,73.0,0.0,525.6
11212,oregon,north west,female,master,26380.0,personal auto,four-door car,7485.356469,96.0,0.0,177.36984
11213,oregon,north west,male,college,88731.0,personal auto,four-door car,2639.644171,66.0,0.0,148.971857
11214,oregon,north west,male,bachelor,61409.0,special auto,four-door car,8085.448545,68.0,0.0,264.040157
11215,california,west region,male,bachelor,0.0,personal auto,suv,12316.79698,167.0,0.0,1985.999807
11216,nevada,central,male,high school or below,0.0,corporate auto,two-door car,5568.947534,79.0,1.0,407.440238
11217,california,west region,female,bachelor,74931.0,personal auto,two-door car,3571.82831,89.0,0.0,230.84972
11218,oregon,north west,male,college,74770.0,personal auto,four-door car,3350.244285,86.0,0.0,412.8
11219,arizona,central,male,bachelor,0.0,corporate auto,four-door car,2716.190293,95.0,5.0,619.267164
11220,california,west region,female,bachelor,44299.0,personal auto,two-door car,38887.9034,107.0,0.0,180.085807
11221,arizona,central,male,college,0.0,personal auto,two-door car,2272.447229,71.0,1.0,390.498822
11222,california,west region,male,master,63326.0,personal auto,four-door car,2849.252467,72.0,0.0,361.564021
11223,oregon,north west,female,high school or below,0.0,personal auto,four-door car,5328.320299,73.0,0.0,794.445585
11224,california,west region,female,high school or below,21720.0,corporate auto,suv,4679.977728,128.0,0.0,837.905079
11225,oregon,north west,male,college,55571.0,personal auto,suv,5345.201117,135.0,0.0,904.813121
11226,california,west region,male,college,34759.0,personal auto,four-door car,2437.084486,61.0,0.0,302.353842
11227,arizona,central,male,high school or below,0.0,personal auto,four-door car,4637.544647,68.0,0.0,352.130674
11228,oregon,north west,male,bachelor,38638.0,personal auto,four-door car,8804.584902,74.0,0.0,355.2
11229,california,west region,female,bachelor,80927.0,personal auto,two-door car,2438.689804,62.0,0.0,211.660971
11230,california,west region,male,high school or below,0.0,personal auto,two-door car,4736.34799,65.0,0.0,585.454243
11231,arizona,central,male,high school or below,81914.0,corporate auto,four-door car,5608.155723,70.0,0.0,198.75466
11232,oregon,north west,male,high school or below,0.0,personal auto,four-door car,6465.223746,92.0,0.0,662.4
11233,oregon,north west,male,bachelor,0.0,personal auto,two-door car,2435.245577,72.0,0.0,345.6
11234,oregon,north west,female,college,0.0,personal auto,four-door car,2111.993329,74.0,4.0,369.822544
11235,arizona,central,male,high school or below,0.0,personal auto,four-door car,2347.591802,69.0,1.0,757.89114
11236,oregon,north west,female,bachelor,25407.0,personal auto,four-door car,3636.561567,98.0,0.0,284.239719
11237,california,west region,female,college,86073.0,personal auto,two-door car,5692.684466,70.0,0.0,291.587866
11238,nevada,central,male,bachelor,23818.0,personal auto,suv,4041.241758,104.0,1.0,499.2
11239,oregon,north west,female,college,21326.0,personal auto,four-door car,7756.174223,99.0,0.0,632.765462
11240,california,west region,male,bachelor,18486.0,personal auto,four-door car,3151.16213,86.0,0.0,412.8
11241,oregon,north west,male,bachelor,10458.0,corporate auto,suv,7198.415033,102.0,0.0,489.6
11242,california,west region,female,college,82528.0,personal auto,sports car,5263.921634,131.0,0.0,258.036918
11243,california,west region,female,college,38223.0,personal auto,suv,4347.159852,112.0,2.0,537.6
11244,nevada,central,male,bachelor,63438.0,personal auto,two-door car,2884.636779,72.0,0.0,36.732923
11245,oregon,north west,male,college,13432.0,personal auto,four-door car,6906.201903,92.0,0.0,610.567945
11246,california,west region,male,bachelor,26848.0,personal auto,two-door car,4450.220503,114.0,0.0,100.557495
11247,oregon,north west,male,bachelor,14072.0,personal auto,four-door car,24127.50402,71.0,0.0,511.2
11248,california,west region,female,bachelor,28909.0,corporate auto,two-door car,5246.278375,66.0,0.0,456.702735
11249,nevada,central,female,doctor,35159.0,personal auto,two-door car,2744.73543,68.0,0.0,150.501033
11250,oregon,north west,male,master,64255.0,personal auto,four-door car,5543.802692,70.0,0.0,193.86537
11251,california,west region,female,college,0.0,personal auto,four-door car,6013.038073,84.0,0.0,604.8
11252,nevada,central,female,college,88842.0,personal auto,two-door car,3650.576237,90.0,0.0,350.75997
11253,california,west region,male,college,39377.0,corporate auto,two-door car,2520.818611,64.0,0.0,307.2
11254,california,west region,male,high school or below,12430.0,personal auto,four-door car,5169.49937,73.0,0.0,350.4
11255,arizona,central,female,doctor,21986.0,personal auto,two-door car,2395.57,63.0,0.0,333.696228
11256,oregon,north west,female,high school or below,27435.0,personal auto,two-door car,3031.587812,76.0,0.0,455.545318
11257,california,west region,male,college,25251.0,personal auto,four-door car,11790.49617,66.0,0.0,316.8
11258,arizona,central,female,college,29881.0,personal auto,four-door car,6755.076276,85.0,0.0,17.92017
11259,california,west region,female,bachelor,11885.0,personal auto,four-door car,11315.20373,101.0,0.0,484.8
11260,california,west region,male,high school or below,40420.0,special auto,suv,8207.702516,104.0,0.0,499.2
11261,california,west region,male,high school or below,74837.0,personal auto,four-door car,5332.615013,66.0,0.0,376.502488
11262,oregon,north west,male,high school or below,67591.0,special auto,four-door car,3087.432549,77.0,0.0,198.080417
11263,oregon,north west,male,bachelor,47590.0,special auto,suv,4652.595489,119.0,0.0,121.327914
11264,california,west region,female,high school or below,75474.0,personal auto,two-door car,2489.751297,62.0,0.0,297.6
11265,oregon,north west,male,bachelor,57177.0,personal auto,four-door car,18196.63824,92.0,0.0,441.6
11266,nevada,central,female,doctor,52344.0,personal auto,four-door car,2668.731444,66.0,0.0,182.607687
11267,california,west region,female,high school or below,20072.0,personal auto,four-door car,8257.014532,70.0,0.0,487.814322
11268,california,west region,male,college,33604.0,personal auto,suv,12465.92416,105.0,0.0,357.618596
11269,oregon,north west,female,master,0.0,corporate auto,two-door car,6743.126791,61.0,0.0,292.8
11270,nevada,central,female,high school or below,37741.0,corporate auto,two-door car,2883.165412,74.0,0.0,355.2
11271,arizona,central,female,bachelor,48471.0,personal auto,four-door car,29973.41592,83.0,1.0,208.904212
11272,oregon,north west,male,college,58089.0,personal auto,suv,4686.469674,118.0,0.0,566.4
11273,arizona,central,male,bachelor,27681.0,personal auto,two-door car,6057.07208,83.0,0.0,398.4
11274,arizona,central,male,bachelor,28992.0,personal auto,four-door car,6895.309989,74.0,4.0,355.2
11275,nevada,central,female,high school or below,55986.0,personal auto,suv,9549.113813,119.0,0.0,388.506303
11276,california,west region,male,college,94042.0,corporate auto,suv,10593.59462,132.0,0.0,633.6
11277,california,west region,male,college,0.0,personal auto,sports car,7735.465528,101.0,0.0,563.284331
11278,washington,east,male,high school or below,0.0,corporate auto,four-door car,2306.427813,67.0,0.0,482.4
11279,nevada,central,female,bachelor,70164.0,personal auto,two-door car,31234.89323,88.0,0.0,375.401079
11280,nevada,central,female,master,22886.0,corporate auto,four-door car,5096.673223,65.0,0.0,312.0
11281,washington,east,male,bachelor,19948.0,personal auto,four-door car,3226.790317,89.0,0.0,427.2
11282,arizona,central,female,college,39293.0,personal auto,two-door car,5896.536531,74.0,0.0,352.740946
11283,washington,east,male,college,28432.0,corporate auto,suv,13869.92705,118.0,0.0,612.300581
11284,oregon,north west,male,college,0.0,corporate auto,four-door car,18532.40504,70.0,0.0,504.0
11285,arizona,central,female,high school or below,0.0,personal auto,sports car,7716.439345,107.0,0.0,1166.754216
11286,oregon,north west,male,high school or below,47412.0,personal auto,two-door car,6439.779016,81.0,0.0,421.824276
11287,california,west region,male,doctor,0.0,special auto,four-door car,9718.463569,65.0,0.0,312.0
11288,washington,east,male,college,68351.0,personal auto,suv,12759.27844,107.0,0.0,725.339771
11289,oregon,north west,female,bachelor,58733.0,corporate auto,four-door car,5926.980962,74.0,0.0,355.2
11290,nevada,central,female,bachelor,58187.0,personal auto,two-door car,11389.94398,95.0,0.0,76.73348
11291,california,west region,male,college,63189.0,personal auto,four-door car,3497.483075,88.0,0.0,569.124597
11292,oregon,north west,female,high school or below,0.0,corporate auto,luxury car,9476.901955,254.0,0.0,1828.8
11293,arizona,central,male,bachelor,44006.0,personal auto,sports car,9853.773193,130.0,0.0,494.664784
11294,nevada,central,female,bachelor,60932.0,corporate auto,suv,8099.40027,101.0,0.0,484.8
11295,oregon,north west,female,college,56704.0,corporate auto,four-door car,8507.832473,71.0,0.0,84.715044
11296,oregon,north west,female,high school or below,0.0,personal auto,four-door car,23903.68234,74.0,1.0,355.2
11297,california,west region,male,high school or below,24254.0,personal auto,four-door car,5360.557066,68.0,0.0,326.4
11298,california,west region,male,bachelor,0.0,personal auto,suv,29706.78459,128.0,0.0,1345.317161
11299,oregon,north west,male,college,57125.0,corporate auto,four-door car,5431.213625,68.0,0.0,326.4
11300,nevada,central,male,high school or below,0.0,personal auto,sports car,9048.983447,119.0,0.0,571.2
11301,california,west region,male,bachelor,0.0,personal auto,four-door car,4359.74197,64.0,0.0,307.2
11302,oregon,north west,female,college,72075.0,special auto,four-door car,2889.087654,73.0,2.0,22.569825
11303,arizona,central,female,high school or below,34317.0,personal auto,two-door car,3056.217296,78.0,2.0,263.592181
11304,oregon,north west,female,college,96745.0,personal auto,suv,13815.7802,179.0,5.0,859.2
11305,oregon,north west,male,college,95427.0,personal auto,four-door car,5116.727579,65.0,0.0,442.808018
11306,arizona,central,male,bachelor,0.0,corporate auto,suv,10033.28281,146.0,0.0,1404.845849
11307,nevada,central,male,college,30606.0,personal auto,two-door car,2772.835753,71.0,0.0,253.04739
11308,oregon,north west,male,college,37876.0,personal auto,four-door car,2647.519741,69.0,0.0,300.056383
11309,california,west region,female,bachelor,0.0,personal auto,suv,4038.864803,110.0,0.0,528.0
11310,california,west region,female,master,57474.0,personal auto,two-door car,7781.89849,97.0,0.0,280.037716
11311,california,west region,male,bachelor,22828.0,personal auto,suv,16473.16905,106.0,0.0,508.8
11312,oregon,north west,female,high school or below,65096.0,personal auto,four-door car,5285.314179,67.0,3.0,321.6
11313,oregon,north west,male,bachelor,0.0,personal auto,two-door car,3107.588649,88.0,0.0,87.135752
11314,arizona,central,male,high school or below,51066.0,personal auto,four-door car,5780.182197,74.0,0.0,787.993313
11315,california,west region,male,bachelor,96866.0,personal auto,suv,26939.51419,113.0,1.0,377.385724
11316,nevada,central,male,college,20934.0,personal auto,four-door car,2329.459058,61.0,1.0,292.8
11317,nevada,central,male,master,32510.0,personal auto,two-door car,4589.940596,119.0,0.0,571.2
11318,california,west region,female,high school or below,58577.0,personal auto,suv,4428.031583,110.0,0.0,303.872752
